"county_state","cum.case.num"
"Greene County_PA",194
"Greene County_TN",1230
"Greene County_VA",239
"Greenlee County_AZ",60
"Greensville County_VA",805
"Greenup County_KY",464
"Greenville County_SC",15027
"Greenwood County_KS",51
"Greenwood County_SC",2319
"Greer County_OK",113
"Gregg County_TX",2299
"Gregory County_SD",149
"Grenada County_MS",1127
"Griggs County_ND",61
"Grimes County_TX",1093
"Grundy County_IA",240
"Grundy County_IL",728
"Grundy County_MO",213
"Grundy County_TN",389
"Guadalupe County_NM",34
"Guadalupe County_TX",3743
"Guernsey County_OH",185
"Guilford County_NC",9153
"Gulf County_FL",888
"Gunnison County_CO",296
"Guthrie County_IA",292
"Gwinnett County_GA",28129
"Haakon County_SD",33
"Habersham County_GA",1733
"Haines Borough_AK",5
"Hale County_AL",669
"Hale County_TX",1940
"Halifax County_NC",1095
"Halifax County_VA",382
"Hall County_GA",9639
"Hall County_NE",2084
"Hall County_TX",35
"Hamblen County_TN",2061
"Hamilton County_FL",865
"Hamilton County_IA",343
"Hamilton County_IL",79
"Hamilton County_IN",5257
"Hamilton County_KS",48
"Hamilton County_NE",157
"Hamilton County_NY",15
"Hamilton County_OH",13856
"Hamilton County_TN",9964
"Hamilton County_TX",154
"Hamlin County_SD",109
"Hampden County_MA",8821
"Hampshire County_MA",1463
"Hampshire County_WV",111
"Hampton city_VA",1889
"Hampton County_SC",696
"Hancock County_GA",399
"Hancock County_IA",216
"Hancock County_IL",237
"Hancock County_IN",990
"Hancock County_KY",94
"Hancock County_ME",55
"Hancock County_MS",624
"Hancock County_OH",805
"Hancock County_TN",111
"Hancock County_WV",154
"Hand County_SD",60
"Hanover County_VA",1372
"Hansford County_TX",145
"Hanson County_SD",49
"Haralson County_GA",518
"Hardee County_FL",1404
"Hardeman County_TN",1637
"Hardeman County_TX",25
"Hardin County_IA",328
"Hardin County_IL",41
"Hardin County_KY",1420
"Hardin County_OH",266
"Hardin County_TN",1124
"Hardin County_TX",1358
"Harding County_NM",1
"Harding County_SD",5
"Hardy County_WV",96
"Harford County_MD",3148
"Harlan County_KY",494
"Harlan County_NE",24
"Harmon County_OK",52
"Harnett County_NC",2401
"Harney County_OR",12
"Harper County_KS",120
"Harper County_OK",32
"Harris County_GA",805
"Harris County_TX",147808
"Harrison County_IA",326
"Harrison County_IN",639
"Harrison County_KY",190
"Harrison County_MO",133
"Harrison County_MS",4097
"Harrison County_OH",68
"Harrison County_TX",928
"Harrison County_WV",451
"Harrisonburg City_VA",2710
"Hart County_GA",528
"Hart County_KY",188
"Hartford County_CT",15235
"Hartley County_TX",141
"Harvey County_KS",386
"Haskell County_KS",136
"Haskell County_OK",306
"Haskell County_TX",71
"Hawaii County_HI",820
"Hawkins County_TN",893
"Hayes County_NE",1
"Hays County_TX",5951
"Haywood County_NC",635
"Haywood County_TN",1092
"Heard County_GA",201
"Hemphill County_TX",83
"Hempstead County_AR",408
"Henderson County_IL",78
"Henderson County_KY",932
"Henderson County_NC",2112
"Henderson County_TN",1244
"Henderson County_TX",1022
"Hendricks County_IN",2881
"Hendry County_FL",2089
"Hennepin County_MN",28843
"Henrico County_VA",5593
"Henry County_AL",570
"Henry County_GA",5429
"Henry County_IA",839
"Henry County_IL",709
"Henry County_IN",936
"Henry County_KY",205
"Henry County_MO",248
"Henry County_OH",364
"Henry County_TN",666
"Henry County_VA",1107
"Herkimer County_NY",348
"Hernando County_FL",3241
"Hertford County_NC",801
"Hettinger County_ND",72
"Hickman County_KY",82
"Hickman County_TN",666
"Hickory County_MO",128
"Hidalgo County_NM",102
"Hidalgo County_TX",32406
"Highland County_OH",249
"Highland County_VA",8
"Highlands County_FL",2244
"Hill County_MT",235
"Hill County_TX",710
"Hillsborough County_FL",43027
"Hillsborough County_NH",4642
"Hillsdale County_MI",370
"Hinds County_MS",7295
"Hinsdale County_CO",3
"Hitchcock County_NE",12
"Hocking County_OH",175
"Hockley County_TX",373
"Hodgeman County_KS",28
"Hoke County_NC",1305
"Holmes County_FL",769
"Holmes County_MS",1112
"Holmes County_OH",422
"Holt County_MO",86
"Holt County_NE",123
"Honolulu County_HI",11546
"Hood County_TX",1002
"Hood River County_OR",254
"Hooker County_NE",13
"Hoonah-Angoon Census Area_AK",25
"Hopewell city_VA",419
"Hopkins County_KY",684
"Hopkins County_TX",395
"Horry County_SC",10684
"Hot Spring County_AR",1957
"Hot Springs County_WY",38
"Houghton County_MI",672
"Houston County_AL",3368
"Houston County_GA",3199
"Houston County_MN",148
"Houston County_TN",302
"Houston County_TX",385
"Howard County_AR",503
"Howard County_IA",197
"Howard County_IN",1425
"Howard County_MD",5262
"Howard County_MO",188
"Howard County_NE",107
"Howard County_TX",918
"Howell County_MO",781
"Hubbard County_MN",169
"Hudson County_NJ",20914
"Hudspeth County_TX",62
"Huerfano County_CO",25
"Hughes County_OK",304
"Hughes County_SD",566
"Humboldt County_CA",522
"Humboldt County_IA",202
"Humboldt County_NV",131
"Humphreys County_MS",382
"Humphreys County_TN",307
"Hunt County_TX",1705
"Hunterdon County_NJ",1398
"Huntingdon County_PA",446
"Huntington County_IN",293
"Huron County_MI",231
"Huron County_OH",618
"Hutchinson County_SD",129
"Hutchinson County_TX",233
"Hyde County_NC",145
"Hyde County_SD",20
"Iberia Parish_LA",2989
"Iberville Parish_LA",1419
"Ida County_IA",146
"Idaho County_ID",228
"Imperial County_CA",12076
"Independence County_AR",1217
"Indian River County_FL",3339
"Indiana County_PA",791
"Ingham County_MI",3753
"Inyo County_CA",197
"Ionia County_MI",405
"Iosco County_MI",238
"Iowa County_IA",251
"Iowa County_WI",259
"Iredell County_NC",3208
"Irion County_TX",12
"Iron County_MI",255
"Iron County_MO",61
"Iron County_UT",805
"Iron County_WI",157
"Iroquois County_IL",374
"Irwin County_GA",323
"Isabella County_MI",753
"Isanti County_MN",357
"Island County_WA",320
"Isle of Wight County_VA",774
"Issaquena County_MS",106
"Itasca County_MN",450
"Itawamba County_MS",920
"Izard County_AR",268
"Jack County_TX",140
"Jackson County (including other portions of Kansas City)_MO",20210
"Jackson County_AL",1694
"Jackson County_AR",449
"Jackson County_CO",9
"Jackson County_FL",2876
"Jackson County_GA",2074
"Jackson County_IA",405
"Jackson County_IL",1296
"Jackson County_IN",835
"Jackson County_KS",256
"Jackson County_KY",383
"Jackson County_MI",1193
"Jackson County_MN",160
"Jackson County_MS",3754
"Jackson County_NC",706
"Jackson County_OH",296
"Jackson County_OK",845
"Jackson County_OR",1267
"Jackson County_SD",38
"Jackson County_TN",362
"Jackson County_TX",633
"Jackson County_WI",182
"Jackson County_WV",291
"Jackson Parish_LA",692
"James City County_VA",867
"Jasper County_GA",227
"Jasper County_IA",909
"Jasper County_IL",217
"Jasper County_IN",420
"Jasper County_MO",4277
"Jasper County_MS",602
"Jasper County_SC",834
"Jasper County_TX",489
"Jay County_IN",229
"Jeff Davis County_GA",730
"Jeff Davis County_TX",14
"Jefferson County_AL",20731
"Jefferson County_AR",3562
"Jefferson County_CO",6095
"Jefferson County_FL",569
"Jefferson County_GA",816
"Jefferson County_IA",151
"Jefferson County_ID",666
"Jefferson County_IL",696
"Jefferson County_IN",269
"Jefferson County_KS",216
"Jefferson County_KY",16800
"Jefferson County_MO",4563
"Jefferson County_MS",246
"Jefferson County_MT",94
"Jefferson County_NE",36
"Jefferson County_NY",176
"Jefferson County_OH",357
"Jefferson County_OK",47
"Jefferson County_OR",565
"Jefferson County_PA",120
"Jefferson County_TN",1243
"Jefferson County_TX",7585
"Jefferson County_WA",75
"Jefferson County_WI",1746
"Jefferson County_WV",451
"Jefferson Davis County_MS",354
"Jefferson Davis Parish_LA",1274
"Jefferson Parish_LA",17795
"Jenkins County_GA",440
"Jennings County_IN",330
"Jerauld County_SD",101
"Jerome County_ID",811
"Jersey County_IL",405
"Jessamine County_KY",665
"Jewell County_KS",17
"Jim Hogg County_TX",113
"Jim Wells County_TX",1535
"Jo Daviess County_IL",303
"Johnson County_AR",885
"Johnson County_GA",421
"Johnson County_IA",5276
"Johnson County_IL",188
"Johnson County_IN",2526
"Johnson County_KS",12071
"Johnson County_KY",165
"Johnson County_MO",1017
"Johnson County_NE",72
"Johnson County_TN",783
"Johnson County_TX",3169
"Johnson County_WY",44
"Johnston County_NC",4726
"Johnston County_OK",213
"Jones County_GA",575
"Jones County_IA",316
"Jones County_MS",2597
"Jones County_NC",162
"Jones County_SD",19
"Jones County_TX",568
"Josephine County_OR",221
"Juab County_UT",160
"Judith Basin County_MT",9
"Juneau County_WI",463
"Juniata County_PA",199
"Kalamazoo County_MI",3262
"Kalawao County_HI",0
"Kalkaska County_MI",92
"Kanabec County_MN",150
"Kanawha County_WV",2910
"Kandiyohi County_MN",1164
"Kane County_IL",13602
"Kane County_UT",85
"Kankakee County_IL",2869
"Karnes County_TX",948
"Kauai County_HI",59
"Kaufman County_TX",3202
"Kay County_OK",686
"Kearney County_NE",158
"Kearny County_KS",104
"Keith County_NE",68
"Kemper County_MS",294
"Kenai Peninsula Borough_AK",468
"Kendall County_IL",2126
"Kendall County_TX",377
"Kenedy County_TX",7
"Kennebec County_ME",229
"Kenosha County_WI",4183
"Kent County_DE",3162
"Kent County_MD",309
"Kent County_MI",10677
"Kent County_RI",1945
"Kent County_TX",9
"Kenton County_KY",2140
"Keokuk County_IA",125
"Kern County_CA",32522
"Kerr County_TX",623
"Kershaw County_SC",2108
"Ketchikan Gateway Borough_AK",50
"Kewaunee County_WI",720
"Keweenaw County_MI",14
"Keya Paha County_NE",5
"Kidder County_ND",61
"Kimball County_NE",21
"Kimble County_TX",17
"King and Queen County_VA",78
"King County_TX",0
"King County_WA",23115
"King George County_VA",237
"King William County_VA",165
"Kingfisher County_OK",403
"Kingman County_KS",104
"Kings County_CA",7851
"Kings County_NY",70131
"Kingsbury County_SD",68
"Kinney County_TX",59
"Kiowa County_CO",1
"Kiowa County_KS",29
"Kiowa County_OK",92
"Kit Carson County_CO",81
"Kitsap County_WA",1287
"Kittitas County_WA",555
"Kittson County_MN",14
"Klamath County_OR",305
"Kleberg County_TX",1021
"Klickitat County_WA",199
"Knott County_KY",235
"Knox County_IL",765
"Knox County_IN",580
"Knox County_KY",538
"Knox County_ME",45
"Knox County_MO",55
"Knox County_NE",198
"Knox County_OH",300
"Knox County_TN",10088
"Knox County_TX",103
"Kodiak Island Borough_AK",31
"Koochiching County_MN",130
"Kootenai County_ID",2844
"Kosciusko County_IN",1384
"Kossuth County_IA",325
"Kusilvak Census Area_AK",15
"La Crosse County_WI",3479
"La Paz County_AZ",548
"La Plata County_CO",268
"La Salle County_TX",349
"La Salle Parish_LA",438
"Labette County_KS",254
"Lac Qui Parle County_MN",86
"Lackawanna County_PA",2731
"Laclede County_MO",794
"Lafayette County_AR",123
"Lafayette County_FL",1233
"Lafayette County_MO",604
"Lafayette County_MS",2269
"Lafayette County_WI",364
"Lafayette Parish_LA",9073
"Lafourche Parish_LA",3707
"LaGrange County_IN",669
"Lake and Peninsula Borough_AK",29
"Lake County_CA",593
"Lake County_CO",99
"Lake County_FL",7712
"Lake County_IL",17606
"Lake County_IN",11295
"Lake County_MI",38
"Lake County_MN",75
"Lake County_MT",294
"Lake County_OH",1701
"Lake County_OR",33
"Lake County_SD",219
"Lake County_TN",935
"Lake of the Woods County_MN",27
"Lamar County_AL",402
"Lamar County_GA",381
"Lamar County_MS",1876
"Lamar County_TX",1261
"Lamb County_TX",346
"Lamoille County_VT",59
"LaMoure County_ND",89
"Lampasas County_TX",264
"Lancaster County_NE",6862
"Lancaster County_PA",8218
"Lancaster County_SC",2250
"Lancaster County_VA",161
"Lander County_NV",83
"Lane County_KS",16
"Lane County_OR",1500
"Langlade County_WI",306
"Lanier County_GA",297
"Lapeer County_MI",654
"LaPorte County_IN",1691
"Laramie County_WY",784
"Larimer County_CO",2775
"Larue County_KY",144
"Las Animas County_CO",25
"LaSalle County_IL",1855
"Lassen County_CA",742
"Latah County_ID",620
"Latimer County_OK",148
"Lauderdale County_AL",1832
"Lauderdale County_MS",2123
"Lauderdale County_TN",1063
"Laurel County_KY",1022
"Laurens County_GA",1727
"Laurens County_SC",1732
"Lavaca County_TX",1040
"Lawrence County_AL",662
"Lawrence County_AR",495
"Lawrence County_IL",275
"Lawrence County_IN",570
"Lawrence County_KY",67
"Lawrence County_MO",738
"Lawrence County_MS",444
"Lawrence County_OH",744
"Lawrence County_PA",562
"Lawrence County_SD",475
"Lawrence County_TN",1160
"Le Flore County_OK",1283
"Le Sueur County_MN",495
"Lea County_NM",1524
"Leake County_MS",980
"Leavenworth County_KS",2324
"Lebanon County_PA",2164
"Lee County_AL",6156
"Lee County_AR",1081
"Lee County_FL",20824
"Lee County_GA",714
"Lee County_IA",696
"Lee County_IL",440
"Lee County_KY",18
"Lee County_MS",3046
"Lee County_NC",1736
"Lee County_SC",721
"Lee County_TX",230
"Lee County_VA",305
"Leelanau County_MI",115
"Leflore County_MS",1465
"Lehigh County_PA",5781
"Lemhi County_ID",115
"Lenawee County_MI",874
"Lenoir County_NC",1065
"Leon County_FL",10878
"Leon County_TX",257
"Leslie County_KY",95
"Letcher County_KY",200
"Levy County_FL",1055
"Lewis and Clark County_MT",376
"Lewis County_ID",39
"Lewis County_KY",233
"Lewis County_MO",129
"Lewis County_NY",53
"Lewis County_TN",240
"Lewis County_WA",598
"Lewis County_WV",41
"Lexington city_VA",123
"Lexington County_SC",7785
"Liberty County_FL",520
"Liberty County_GA",1145
"Liberty County_MT",20
"Liberty County_TX",2261
"Licking County_OH",2028
"Limestone County_AL",2298
"Limestone County_TX",591
"Lincoln County_AR",2093
"Lincoln County_CO",20
"Lincoln County_GA",215
"Lincoln County_ID",95
"Lincoln County_KS",15
"Lincoln County_KY",227
"Lincoln County_ME",50
"Lincoln County_MN",127
"Lincoln County_MO",883
"Lincoln County_MS",1156
"Lincoln County_MT",150
"Lincoln County_NC",1811
"Lincoln County_NE",477
"Lincoln County_NM",225
"Lincoln County_NV",7
"Lincoln County_OK",541
"Lincoln County_OR",485
"Lincoln County_SD",1567
"Lincoln County_TN",670
"Lincoln County_WA",60
"Lincoln County_WI",350
"Lincoln County_WV",188
"Lincoln County_WY",233
"Lincoln Parish_LA",1439
"Linn County_IA",4400
"Linn County_KS",88
"Linn County_MO",122
"Linn County_OR",575
"Lipscomb County_TX",36
"Litchfield County_CT",1921
"Little River County_AR",373
"Live Oak County_TX",374
"Livingston County_IL",437
"Livingston County_KY",94
"Livingston County_MI",1477
"Livingston County_MO",456
"Livingston County_NY",211
"Livingston Parish_LA",3855
"Llano County_TX",138
"Logan County_AR",446
"Logan County_CO",943
"Logan County_IL",483
"Logan County_KS",40
"Logan County_KY",584
"Logan County_ND",79
"Logan County_NE",7
"Logan County_OH",337
"Logan County_OK",569
"Logan County_WV",652
"Long County_GA",256
"Lonoke County_AR",1318
"Lorain County_OH",2402
"Los Alamos County_NM",35
"Los Angeles County_CA",274942
"Loudon County_TN",1307
"Loudoun County_VA",6987
"Louisa County_IA",443
"Louisa County_VA",312
"Loup County_NE",3
"Love County_OK",220
"Loving County_TX",0
"Lowndes County_AL",662
"Lowndes County_GA",3996
"Lowndes County_MS",1644
"Lubbock County_TX",12640
"Lucas County_IA",161
"Lucas County_OH",7562
"Luce County_MI",14
"Lumpkin County_GA",939
"Luna County_NM",449
"Lunenburg County_VA",123
"Luzerne County_PA",4209
"Lycoming County_PA",751
"Lyman County_SD",184
"Lynchburg city_VA",1552
"Lynn County_TX",110
"Lyon County_IA",431
"Lyon County_KS",1098
"Lyon County_KY",81
"Lyon County_MN",784
"Lyon County_NV",450
"Mackinac County_MI",75
"Macomb County_MI",15267
"Macon County_AL",492
"Macon County_GA",236
"Macon County_IL",1746
"Macon County_MO",168
"Macon County_NC",658
"Macon County_TN",1110
"Macoupin County_IL",595
"Madera County_CA",4706
"Madison County_AL",8276
"Madison County_AR",377
"Madison County_FL",1024
"Madison County_GA",718
"Madison County_IA",266
"Madison County_ID",1102
"Madison County_IL",6021
"Madison County_IN",1875
"Madison County_KY",1913
"Madison County_MO",316
"Madison County_MS",3405
"Madison County_MT",117
"Madison County_NC",118
"Madison County_NE",894
"Madison County_NY",503
"Madison County_OH",911
"Madison County_TN",3194
"Madison County_TX",728
"Madison County_VA",114
"Madison Parish_LA",889
"Magoffin County_KY",100
"Mahaska County_IA",456
"Mahnomen County_MN",59
"Mahoning County_OH",3249
"Major County_OK",100
"Malheur County_OR",1699
"Manassas City_VA",1950
"Manassas Park city_VA",616
"Manatee County_FL",11785
"Manistee County_MI",89
"Manitowoc County_WI",1573
"Marathon County_WI",2037
"Marengo County_AL",748
"Maricopa County_AZ",143411
"Maries County_MO",94
"Marin County_CA",6729
"Marinette County_WI",1172
"Marion County_AL",1002
"Marion County_AR",107
"Marion County_FL",9969
"Marion County_GA",193
"Marion County_IA",805
"Marion County_IL",652
"Marion County_IN",22512
"Marion County_KS",110
"Marion County_KY",247
"Marion County_MO",718
"Marion County_MS",887
"Marion County_OH",3185
"Marion County_OR",4976
"Marion County_SC",933
"Marion County_TN",582
"Marion County_TX",153
"Marion County_WV",303
"Mariposa County_CA",76
"Marlboro County_SC",971
"Marquette County_MI",445
"Marquette County_WI",357
"Marshall County_AL",4038
"Marshall County_IA",1826
"Marshall County_IL",117
"Marshall County_IN",1072
"Marshall County_KS",40
"Marshall County_KY",343
"Marshall County_MN",58
"Marshall County_MS",1128
"Marshall County_OK",196
"Marshall County_SD",48
"Marshall County_TN",839
"Marshall County_WV",186
"Martin County_FL",4994
"Martin County_IN",175
"Martin County_KY",84
"Martin County_MN",510
"Martin County_NC",512
"Martin County_TX",78
"Martinsville city_VA",402
"Mason County_IL",178
"Mason County_KY",131
"Mason County_MI",140
"Mason County_TX",79
"Mason County_WA",445
"Mason County_WV",148
"Massac County_IL",128
"Matagorda County_TX",1057
"Matanuska-Susitna Borough_AK",671
"Matthews County_VA",91
"Maui County_HI",395
"Maury County_TN",2570
"Maverick County_TX",3712
"Mayes County_OK",726
"McClain County_OK",962
"McCone County_MT",27
"McCook County_SD",127
"McCormick County_SC",246
"McCracken County_KY",800
"McCreary County_KY",206
"McCulloch County_TX",168
"McCurtain County_OK",1349
"McDonald County_MO",1113
"McDonough County_IL",509
"McDowell County_NC",1080
"McDowell County_WV",96
"McDuffie County_GA",618
"McHenry County_IL",4817
"McHenry County_ND",98
"McIntosh County_GA",296
"McIntosh County_ND",88
"McIntosh County_OK",362
"McKean County_PA",62
"McKenzie County_ND",281
"McKinley County_NM",4356
"McLean County_IL",3451
"McLean County_KY",90
"McLean County_ND",327
"McLennan County_TX",8411
"McLeod County_MN",512
"McMinn County_TN",1224
"McMullen County_TX",24
"McNairy County_TN",976
"McPherson County_KS",273
"McPherson County_NE",6
"McPherson County_SD",42
"Meade County_KS",143
"Meade County_KY",246
"Meade County_SD",632
"Meagher County_MT",35
"Mecklenburg County_NC",29593
"Mecklenburg County_VA",802
"Mecosta County_MI",248
"Medina County_OH",1560
"Medina County_TX",1227
"Meeker County_MN",239
"Meigs County_OH",187
"Meigs County_TN",240
"Mellette County_SD",38
"Menard County_IL",133
"Menard County_TX",29
"Mendocino County_CA",1005
"Menifee County_KY",62
"Menominee County_MI",471
"Menominee County_WI",123
"Merced County_CA",9081
"Mercer County_IL",154
"Mercer County_KY",271
"Mercer County_MO",31
"Mercer County_ND",201
"Mercer County_NJ",8732
"Mercer County_OH",1224
"Mercer County_PA",778
"Mercer County_WV",439
"Meriwether County_GA",560
"Merrick County_NE",90
"Merrimack County_NH",616
"Mesa County_CO",712
"Metcalfe County_KY",129
"Miami-Dade County_FL",172398
"Miami County_IN",455
"Miami County_KS",428
"Miami County_OH",1605
"Middlesex County_CT",1627
"Middlesex County_MA",30565
"Middlesex County_NJ",19943
"Middlesex County_VA",126
"Midland County_MI",660
"Midland County_TX",3943
"Mifflin County_PA",241
"Milam County_TX",511
"Millard County_UT",199
"Mille Lacs County_MN",194
"Miller County_AR",919
"Miller County_GA",278
"Miller County_MO",566
"Mills County_IA",221
"Mills County_TX",61
"Milwaukee County_WI",32264
"Miner County_SD",30
"Mineral County_CO",20
"Mineral County_MT",6
"Mineral County_NV",14
"Mineral County_WV",177
"Mingo County_WV",399
"Minidoka County_ID",774
"Minnehaha County_SD",7219
"Missaukee County_MI",68
"Mississippi County_AR",1777
"Mississippi County_MO",325
"Missoula County_MT",885
"Mitchell County_GA",825
"Mitchell County_IA",201
"Mitchell County_KS",48
"Mitchell County_NC",173
"Mitchell County_TX",98
"Mobile County_AL",13744
"Modoc County_CA",28
"Moffat County_CO",44
"Mohave County_AZ",4050
"Moniteau County_MO",358
"Monmouth County_NJ",12280
"Mono County_CA",169
"Monona County_IA",177
"Monongalia County_WV",2108
"Monroe County_AL",597
"Monroe County_AR",148
"Monroe County_FL",1880
"Monroe County_GA",710
"Monroe County_IA",166
"Monroe County_IL",731
"Monroe County_IN",2827
"Monroe County_KY",219
"Monroe County_MI",1595
"Monroe County_MO",92
"Monroe County_MS",1294
"Monroe County_NY",6220
"Monroe County_OH",112
"Monroe County_PA",1829
"Monroe County_TN",1136
"Monroe County_WI",679
"Monroe County_WV",151
"Montague County_TX",190
"Montcalm County_MI",372
"Monterey County_CA",10402
"Montezuma County_CO",147
"Montgomery County_AL",9029
"Montgomery County_AR",169
"Montgomery County_GA",324
"Montgomery County_IA",109
"Montgomery County_IL",411
"Montgomery County_IN",515
"Montgomery County_KS",486
"Montgomery County_KY",303
"Montgomery County_MD",23079
"Montgomery County_MO",89
"Montgomery County_MS",491
"Montgomery County_NC",1070
"Montgomery County_NY",238
"Montgomery County_OH",8417
"Montgomery County_PA",12517
"Montgomery County_TN",3292
"Montgomery County_TX",11032
"Montgomery County_VA",2155
"Montmorency County_MI",17
"Montour County_PA",216
"Montrose County_CO",388
"Moody County_SD",114
"Moore County_NC",1842
"Moore County_TN",201
"Moore County_TX",1185
"Mora County_NM",7
"Morehouse Parish_LA",824
"Morgan County_AL",3481
"Morgan County_CO",763
"Morgan County_GA",490
"Morgan County_IL",698
"Morgan County_IN",784
"Morgan County_KY",70
"Morgan County_MO",439
"Morgan County_OH",53
"Morgan County_TN",340
"Morgan County_UT",118
"Morgan County_WV",65
"Morrill County_NE",79
"Morris County_KS",44
"Morris County_NJ",7999
"Morris County_TX",191
"Morrison County_MN",338
"Morrow County_OH",270
"Morrow County_OR",522
"Morton County_KS",20
"Morton County_ND",1438
"Motley County_TX",10
"Moultrie County_IL",239
"Mountrail County_ND",291
"Mower County_MN",1377
"Muhlenberg County_KY",807
"Multnomah County_OR",7576
"Municipality of Anchorage_AK",4862
"Murray County_GA",853
"Murray County_MN",189
"Murray County_OK",169
"Muscatine County_IA",1168
"Muscogee County_GA",6111
"Muskegon County_MI",1597
"Muskingum County_OH",544
"Muskogee County_OK",1958
"Musselshell County_MT",37
"Nacogdoches County_TX",1648
"Nance County_NE",56
"Nantucket County_MA",128
"Napa County_CA",1758
"Nash County_NC",2608
"Nassau County_FL",2188
"Nassau County_NY",47302
"Natchitoches Parish_LA",1226
"Natrona County_WY",674
"Navajo County_AZ",5817
"Navarro County_TX",1317
"Nelson County_KY",534
"Nelson County_ND",96
"Nelson County_VA",110
"Nemaha County_KS",147
"Nemaha County_NE",139
"Neosho County_KS",175
"Neshoba County_MS",1647
"Ness County_KS",101
"Nevada County_AR",234
"Nevada County_CA",550
"New Castle County_DE",11087
"New Hanover County_NC",4481
"New Haven County_CT",14715
"New Kent County_VA",217
"New London County_CT",2349
"New Madrid County_MO",593
"New York City Unallocated/Probable_NY",119
"New York County_NY",33935
"Newaygo County_MI",420
"Newberry County_SC",1398
"Newport County_RI",530
"Newport News City_VA",2827
"Newton County_AR",257
"Newton County_GA",2645
"Newton County_IN",179
"Newton County_MO",1442
"Newton County_MS",800
"Newton County_TX",188
"Nez Perce County_ID",484
"Niagara County_NY",1834
"Nicholas County_KY",52
"Nicholas County_WV",125
"Nicollet County_MN",594
"Niobrara County_WY",5
"Noble County_IN",959
"Noble County_OH",54
"Noble County_OK",161
"Nobles County_MN",2013
"Nodaway County_MO",634
"Nolan County_TX",273
"Nome Census Area_AK",83
"Norfolk City_VA",4953
"Norfolk County_MA",12010
"Norman County_MN",68
"North Slope Borough_AK",147
"Northampton County_NC",486
"Northampton County_PA",4606
"Northampton County_VA",309
"Northumberland County_PA",1144
"Northumberland County_VA",182
"Northwest Arctic Borough_AK",133
"Norton city_VA",39
"Norton County_KS",46
"Nottoway County_VA",276
"Nowata County_OK",152
"Noxubee County_MS",572
"Nuckolls County_NE",18
"Nueces County_TX",16014
"Nye County_NV",522
"O'Brien County_IA",464
"Oakland County_MI",21241
"Obion County_TN",1362
"Ocean County_NJ",14363
"Oceana County_MI",536
"Ochiltree County_TX",144
"Oconee County_GA",772
"Oconee County_SC",1965
"Oconto County_WI",1271
"Ogemaw County_MI",72
"Oglala Lakota County_SD",340
"Ogle County_IL",810
"Oglethorpe County_GA",348
"Ohio County_IN",82
"Ohio County_KY",482
"Ohio County_WV",381
"Okaloosa County_FL",5181
"Okanogan County_WA",1058
"Okeechobee County_FL",1597
"Okfuskee County_OK",179
"Oklahoma County_OK",19140
"Okmulgee County_OK",893
"Oktibbeha County_MS",1854
"Oldham County_KY",1203
"Oldham County_TX",19
"Oliver County_ND",25
"Olmsted County_MN",2683
"Oneida County_ID",28
"Oneida County_NY",2480
"Oneida County_WI",623
"Onondaga County_NY",4556
"Onslow County_NC",2378
"Ontario County_NY",491
"Ontonagon County_MI",46
"Orange County_CA",54760
"Orange County_FL",41055
"Orange County_IN",300
"Orange County_NC",2760
"Orange County_NY",12438
"Orange County_TX",2005
"Orange County_VA",347
"Orange County_VT",25
"Orangeburg County_SC",3155
"Oregon County_MO",152
"Orleans County_NY",337
"Orleans County_VT",21
"Orleans Parish_LA",12780
"Osage County_KS",117
"Osage County_MO",207
"Osage County_OK",1140
"Osborne County_KS",12
"Osceola County_FL",12798
"Osceola County_IA",187
"Osceola County_MI",103
"Oscoda County_MI",32
"Oswego County_NY",523
"Otero County_CO",107
"Otero County_NM",280
"Otoe County_NE",192
"Otsego County_MI",189
"Otsego County_NY",347
"Ottawa County_KS",61
"Ottawa County_MI",3690
"Ottawa County_OH",488
"Ottawa County_OK",930
"Otter Tail County_MN",534
"Ouachita County_AR",278
"Ouachita Parish_LA",6437
"Ouray County_CO",28
"Outagamie County_WI",5904
"Overton County_TN",856
"Owen County_IN",178
"Owen County_KY",102
"Owsley County_KY",48
"Owyhee County_ID",338
"Oxford County_ME",153
"Ozark County_MO",138
"Ozaukee County_WI",1587
"Pacific County_WA",88
"Page County_IA",246
"Page County_VA",412
"Palm Beach County_FL",47153
"Palo Alto County_IA",239
"Palo Pinto County_TX",594
"Pamlico County_NC",273
"Panola County_MS",1548
"Panola County_TX",398
"Park County_CO",59
"Park County_MT",113
"Park County_WY",268
"Parke County_IN",137
"Parker County_TX",2040
"Parmer County_TX",443
"Pasco County_FL",9499
"Pasquotank County_NC",746
"Passaic County_NJ",19269
"Patrick County_VA",283
"Paulding County_GA",2864
"Paulding County_OH",132
"Pawnee County_KS",397
"Pawnee County_NE",21
"Pawnee County_OK",264
"Payette County_ID",947
"Payne County_OK",2436
"Peach County_GA",684
"Pearl River County_MS",952
"Pecos County_TX",392
"Pembina County_ND",113
"Pemiscot County_MO",575
"Pend Oreille County_WA",85
"Pender County_NC",1047
"Pendleton County_KY",100
"Pendleton County_WV",53
"Pennington County_MN",136
"Pennington County_SD",2623
"Penobscot County_ME",263
"Peoria County_IL",3721
"Pepin County_WI",72
"Perkins County_NE",34
"Perkins County_SD",44
"Perquimans County_NC",196
"Perry County_AL",544
"Perry County_AR",98
"Perry County_IL",362
"Perry County_IN",251
"Perry County_KY",350
"Perry County_MO",662
"Perry County_MS",441
